transfer_id_x,departure_object_id_x,arrival_object_id_x,departure_epoch_x,time_of_flight_x,revolutions_x,transfer_delta_v_x,atom_transfer_delta_v_x,atom_dv_ranking,combo,transfer_id_y,departure_object_id_y,arrival_object_id_y,departure_epoch_y,time_of_flight_y,revolutions_y,transfer_delta_v_y,atom_transfer_delta_v_y,lambert_dv_ranking
1945000,4354,15996,2457399.55671,29600.0,0,1.8038957683,1.80276010032,182.0,4354-15996,1945000,4354,15996,2457399.55671,29600.0,0,1.8038957683,1.80276010032,183.0
2487550,5816,4069,2457399.5,29600.0,0,1.80017738946,1.80472061522,183.0,5816-4069,2487550,5816,4069,2457399.5,29600.0,0,1.80017738946,1.80472061522,182.0
598916,1863,10976,2457399.53241,16000.0,1,1.81893618061,1.80616350164,184.0,1863-10976,598916,1863,10976,2457399.53241,16000.0,1,1.81893618061,1.80616350164,187.0
23687493,17333,15223,2457399.55671,26800.0,0,1.81242517611,1.80721245755,185.0,17333-15223,23687493,17333,15223,2457399.55671,26800.0,0,1.81242517611,1.80721245755,185.0
18602480,15439,7373,2457399.55671,21600.0,0,1.80436880037,1.81068519196,186.0,15439-7373,18602481,15439,7373,2457399.55671,22000.0,0,1.804301051,1.8112999775,184.0
18897488,15562,10025,2457399.55671,24800.0,0,1.81983717504,1.8180080938,187.0,15562-10025,18897488,15562,10025,2457399.55671,24800.0,0,1.81983717504,1.8180080938,188.0
23942492,17563,15387,2457399.55671,26400.0,0,1.81869402409,1.81961693045,188.0,17563-15387,23942492,17563,15387,2457399.55671,26400.0,0,1.81869402409,1.81961693045,186.0
10146172,10779,18953,2457399.52662,18400.0,0,1.82052394707,1.82256259608,189.0,10779-18953,10146172,10779,18953,2457399.52662,18400.0,0,1.82052394707,1.82256259608,189.0
9725033,10722,9329,2457399.5,22800.0,0,1.8449782304,1.82579657577,190.0,10722-9329,9725033,10722,9329,2457399.5,22800.0,0,1.8449782304,1.82579657577,194.0
15183629,13971,10025,2457399.52546,21200.0,0,1.83140037428,1.83215659983,191.0,13971-10025,15183629,13971,10025,2457399.52546,21200.0,0,1.83140037428,1.83215659983,190.0
4527493,7545,9329,2457399.55671,26800.0,0,1.83904780973,1.83941865822,192.0,7545-9329,4527493,7545,9329,2457399.55671,26800.0,0,1.83904780973,1.83941865822,192.0
23134970,16657,11792,2457399.55671,17600.0,0,1.83626911379,1.84106464058,193.0,16657-11792,23134970,16657,11792,2457399.55671,17600.0,0,1.83626911379,1.84106464058,191.0
13203845,12787,10025,2457399.53009,27600.0,0,1.8413080316,1.84134838165,194.0,12787-10025,13203845,12787,10025,2457399.53009,27600.0,0,1.8413080316,1.84134838165,193.0
21060017,15996,4903,2457399.5,16400.0,0,1.84735222309,1.84794519029,195.0,15996-4903,21060017,15996,4903,2457399.5,16400.0,0,1.84735222309,1.84794519029,195.0
15422500,14135,9330,2457399.55671,29600.0,0,1.84769564389,1.84840858568,196.0,14135-9330,15422500,14135,9330,2457399.55671,29600.0,0,1.84769564389,1.84840858568,196.0
14290000,13658,15388,2457399.55671,29600.0,0,1.85147804711,1.8515350624,197.0,13658-15388,14290000,13658,15388,2457399.55671,29600.0,0,1.85147804711,1.8515350624,197.0
24704980,18953,15832,2457399.55671,21600.0,0,1.86985097431,1.85429628216,198.0,18953-15832,24704980,18953,15832,2457399.55671,21600.0,0,1.86985097431,1.85429628216,206.0
2775008,6058,8134,2457399.5,12800.0,0,1.85623463941,1.85590435598,199.0,6058-8134,2775008,6058,8134,2457399.5,12800.0,0,1.85623463941,1.85590435598,198.0
7200000,9329,4882,2457399.55671,29600.0,0,1.85748836868,1.8559552561,200.0,9329-4882,7200000,9329,4882,2457399.55671,29600.0,0,1.85748836868,1.8559552561,199.0
19455050,15741,13897,2457399.5,29600.0,0,1.86240294896,1.86114912953,201.0,15741-13897,19455050,15741,13897,2457399.5,29600.0,0,1.86240294896,1.86114912953,201.0
18299983,15388,16657,2457399.55671,22800.0,0,1.86126519543,1.86354052601,202.0,15388-16657,18299983,15388,16657,2457399.55671,22800.0,0,1.86126519543,1.86354052601,200.0
5104987,7902,14135,2457399.55671,24400.0,0,1.86520897332,1.86539938001,203.0,7902-14135,5104987,7902,14135,2457399.55671,24400.0,0,1.86520897332,1.86539938001,203.0
4552500,7545,10722,2457399.55671,29600.0,0,1.86794887976,1.86625217887,204.0,7545-10722,4552500,7545,10722,2457399.55671,29600.0,0,1.86794887976,1.86625217887,205.0
4485018,7545,6302,2457399.5,16800.0,0,1.8658609481,1.86667321275,205.0,7545-6302,4485018,7545,6302,2457399.5,16800.0,0,1.8658609481,1.86667321275,204.0
3405012,6779,15562,2457399.5,14400.0,0,1.87215246622,1.87277979159,206.0,6779-15562,3405012,6779,15562,2457399.5,14400.0,0,1.87215246622,1.87277979159,207.0
18059775,15387,17563,2457399.55208,19600.0,0,1.86386062522,1.87519341942,207.0,15387-17563,18059775,15387,17563,2457399.55208,19600.0,0,1.86386062522,1.87519341942,202.0
1984928,4882,1318,2457399.55556,20800.0,0,1.87813321017,1.88098686562,208.0,4882-1318,1984928,4882,1318,2457399.55556,20800.0,0,1.87813321017,1.88098686562,208.0
12499950,12159,11909,2457399.55556,29600.0,0,1.88200080482,1.88179722261,209.0,12159-11909,12499950,12159,11909,2457399.55556,29600.0,0,1.88200080482,1.88179722261,209.0
